date,day_of_week,time,restaurant,entree,cuisine,location,waste_type,quantity_lb,servings,unit_cost_usd,est_cost_usd,disposal_method,reason,storage_temp_F,safe_temp_range_ok,cuisine_meta,capacity,seating_type,avg_daily_orders,has_sustainability_program,zip_code,standard_portion_oz,expected_servings,avg_unit_cost_usd,order_id,time_delivery,courier_id,distance_km,delivery_time_min,portion_size,delivered,delayed,delivery_rating,food_quality_rating,feedback_text,waste_per_serving_lb,waste_pct_of_prepared,avg_rating
2025-10-11,Saturday,07:48,GreenBite Cafe,Veggie Grain Bowl,Indian,"Raleigh, Zone-1",Damaged,1.28,2,9.21,11.79,Donation,Customer returned,127.6,True,Seafood,77,Outdoor,375,True,27610,16,3,6.06,ORD-1024,21:44,CR-23,4.31,25.0,large,True,False,5.0,5.0,Portion size was perfect.,0.64,,5.0
2025-10-11,Saturday,07:48,GreenBite Cafe,Veggie Grain Bowl,Indian,"Raleigh, Zone-1",Damaged,1.28,2,9.21,11.79,Donation,Customer returned,127.6,True,Seafood,77,Outdoor,375,True,27610,16,3,6.06,ORD-1052,11:52,CR-25,0.33,24.0,small,True,False,4.0,4.0,Received wrong item.,0.64,,4.0
2025-10-11,Saturday,07:48,GreenBite Cafe,Veggie Grain Bowl,Indian,"Raleigh, Zone-1",Damaged,1.28,2,9.21,11.79,Donation,Customer returned,127.6,True,Seafood,77,Outdoor,375,True,27610,16,3,6.06,ORD-1052,11:52,CR-25,0.33,24.0,small,True,False,2.0,2.0,Excellent packaging and timely delivery.,0.64,,2.0
2025-10-11,Saturday,07:48,GreenBite Cafe,Veggie Grain Bowl,Indian,"Raleigh, Zone-1",Damaged,1.28,2,9.21,11.79,Donation,Customer returned,127.6,True,Seafood,77,Outdoor,375,True,27610,16,3,6.06,ORD-1052,11:52,CR-25,0.33,24.0,small,True,False,1.0,4.0,Received wrong item.,0.64,,2.5
2025-10-11,Saturday,07:48,GreenBite Cafe,Veggie Grain Bowl,Indian,"Raleigh, Zone-1",Damaged,1.28,2,9.21,11.79,Donation,Customer returned,127.6,True,Seafood,77,Outdoor,375,True,27610,16,3,6.06,ORD-1052,11:52,CR-25,0.33,24.0,small,True,False,3.0,3.0,Portion size was perfect.,0.64,,3.0
2025-10-11,Saturday,07:48,GreenBite Cafe,Veggie Grain Bowl,Indian,"Raleigh, Zone-1",Damaged,1.28,2,9.21,11.79,Donation,Customer returned,127.6,True,Seafood,77,Outdoor,375,True,27610,16,3,6.06,ORD-1052,11:52,CR-25,0.33,24.0,small,True,False,5.0,5.0,Portion size was perfect.,0.64,,5.0
2025-10-11,Saturday,07:48,GreenBite Cafe,Veggie Grain Bowl,Indian,"Raleigh, Zone-1",Damaged,1.28,2,9.21,11.79,Donation,Customer returned,127.6,True,Seafood,77,Outdoor,375,True,27610,16,3,6.06,ORD-1062,17:35,CR-23,5.51,18.0,large,True,False,4.0,4.0,Received wrong item.,0.64,,4.0
2025-10-11,Saturday,07:48,GreenBite Cafe,Veggie Grain Bowl,Indian,"Raleigh, Zone-1",Damaged,1.28,2,9.21,11.79,Donation,Customer returned,127.6,True,Seafood,77,Outdoor,375,True,27610,16,3,6.06,ORD-1062,17:35,CR-23,5.51,18.0,large,True,False,2.0,2.0,Excellent packaging and timely delivery.,0.64,,2.0
2025-10-11,Saturday,07:48,GreenBite Cafe,Veggie Grain Bowl,Indian,"Raleigh, Zone-1",Damaged,1.28,2,9.21,11.79,Donation,Customer returned,127.6,True,Seafood,77,Outdoor,375,True,27610,16,3,6.06,ORD-1062,17:35,CR-23,5.51,18.0,large,True,False,1.0,4.0,Received wrong item.,0.64,,2.5
2025-10-11,Saturday,07:48,GreenBite Cafe,Veggie Grain Bowl,Indian,"Raleigh, Zone-1",Damaged,1.28,2,9.21,11.79,Donation,Customer returned,127.6,True,Seafood,77,Outdoor,375,True,27610,16,3,6.06,ORD-1062,17:35,CR-23,5.51,18.0,large,True,False,3.0,3.0,Portion size was perfect.,0.64,,3.0
2025-10-11,Saturday,07:48,GreenBite Cafe,Veggie Grain Bowl,Indian,"Raleigh, Zone-1",Damaged,1.28,2,9.21,11.79,Donation,Customer returned,127.6,True,Seafood,77,Outdoor,375,True,27610,16,3,6.06,ORD-1062,17:35,CR-23,5.51,18.0,large,True,False,5.0,5.0,Portion size was perfect.,0.64,,5.0
2025-10-11,Saturday,07:48,GreenBite Cafe,Veggie Grain Bowl,Indian,"Raleigh, Zone-1",Damaged,1.28,2,9.21,11.79,Donation,Customer returned,127.6,True,Seafood,77,Outdoor,375,True,27610,16,3,6.06,ORD-1202,19:24,CR-23,7.09,23.0,small,True,False,4.0,4.0,Received wrong item.,0.64,,4.0
2025-10-11,Saturday,07:48,GreenBite Cafe,Veggie Grain Bowl,Indian,"Raleigh, Zone-1",Damaged,1.28,2,9.21,11.79,Donation,Customer returned,127.6,True,Seafood,77,Outdoor,375,True,27610,16,3,6.06,ORD-1202,19:24,CR-23,7.09,23.0,small,True,False,2.0,2.0,Excellent packaging and timely delivery.,0.64,,2.0
2025-10-11,Saturday,07:48,GreenBite Cafe,Veggie Grain Bowl,Indian,"Raleigh, Zone-1",Damaged,1.28,2,9.21,11.79,Donation,Customer returned,127.6,True,Seafood,77,Outdoor,375,True,27610,16,3,6.06,ORD-1202,19:24,CR-23,7.09,23.0,small,True,False,1.0,4.0,Received wrong item.,0.64,,2.5
2025-10-11,Saturday,07:48,GreenBite Cafe,Veggie Grain Bowl,Indian,"Raleigh, Zone-1",Damaged,1.28,2,9.21,11.79,Donation,Customer returned,127.6,True,Seafood,77,Outdoor,375,True,27610,16,3,6.06,ORD-1202,19:24,CR-23,7.09,23.0,small,True,False,3.0,3.0,Portion size was perfect.,0.64,,3.0
2025-10-11,Saturday,07:48,GreenBite Cafe,Veggie Grain Bowl,Indian,"Raleigh, Zone-1",Damaged,1.28,2,9.21,11.79,Donation,Customer returned,127.6,True,Seafood,77,Outdoor,375,True,27610,16,3,6.06,ORD-1202,19:24,CR-23,7.09,23.0,small,True,False,5.0,5.0,Portion size was perfect.,0.64,,5.0
2025-10-11,Saturday,07:48,GreenBite Cafe,Veggie Grain Bowl,Indian,"Raleigh, Zone-1",Damaged,1.28,2,9.21,11.79,Donation,Customer returned,127.6,True,Seafood,77,Outdoor,375,True,27610,16,3,6.06,ORD-1328,15:51,CR-5,10.02,23.0,large,True,False,4.0,4.0,Received wrong item.,0.64,,4.0
2025-10-11,Saturday,07:48,GreenBite Cafe,Veggie Grain Bowl,Indian,"Raleigh, Zone-1",Damaged,1.28,2,9.21,11.79,Donation,Customer returned,127.6,True,Seafood,77,Outdoor,375,True,27610,16,3,6.06,ORD-1328,15:51,CR-5,10.02,23.0,large,True,False,2.0,2.0,Excellent packaging and timely delivery.,0.64,,2.0
2025-10-11,Saturday,07:48,GreenBite Cafe,Veggie Grain Bowl,Indian,"Raleigh, Zone-1",Damaged,1.28,2,9.21,11.79,Donation,Customer returned,127.6,True,Seafood,77,Outdoor,375,True,27610,16,3,6.06,ORD-1328,15:51,CR-5,10.02,23.0,large,True,False,1.0,4.0,Received wrong item.,0.64,,2.5
2025-10-11,Saturday,07:48,GreenBite Cafe,Veggie Grain Bowl,Indian,"Raleigh, Zone-1",Damaged,1.28,2,9.21,11.79,Donation,Customer returned,127.6,True,Seafood,77,Outdoor,375,True,27610,16,3,6.06,ORD-1328,15:51,CR-5,10.02,23.0,large,True,False,3.0,3.0,Portion size was perfect.,0.64,,3.0
2025-10-11,Saturday,07:48,GreenBite Cafe,Veggie Grain Bowl,Indian,"Raleigh, Zone-1",Damaged,1.28,2,9.21,11.79,Donation,Customer returned,127.6,True,Seafood,77,Outdoor,375,True,27610,16,3,6.06,ORD-1328,15:51,CR-5,10.02,23.0,large,True,False,5.0,5.0,Portion size was perfect.,0.64,,5.0
2025-10-09,Thursday,20:53,Oak Street Bistro,Veggie Grain Bowl,Seafood,"Raleigh, Zone-3",Plate Waste,1.75,3,2.03,3.55,Donation,Batch cooked too much,64.2,True,Southern,177,Indoor,324,True,27607,16,3,6.06,ORD-1013,01:15,CR-12,2.03,18.0,medium,True,False,1.0,4.0,Packaging sustainable and neat.,0.583,,2.5
2025-10-09,Thursday,20:53,Oak Street Bistro,Veggie Grain Bowl,Seafood,"Raleigh, Zone-3",Plate Waste,1.75,3,2.03,3.55,Donation,Batch cooked too much,64.2,True,Southern,177,Indoor,324,True,27607,16,3,6.06,ORD-1013,01:15,CR-12,2.03,18.0,medium,True,False,5.0,5.0,Packaging sustainable and neat.,0.583,,5.0
2025-10-09,Thursday,20:53,Oak Street Bistro,Veggie Grain Bowl,Seafood,"Raleigh, Zone-3",Plate Waste,1.75,3,2.03,3.55,Donation,Batch cooked too much,64.2,True,Southern,177,Indoor,324,True,27607,16,3,6.06,ORD-1013,01:15,CR-12,2.03,18.0,medium,True,False,4.0,5.0,Packaging sustainable and neat.,0.583,,4.5
2025-10-09,Thursday,20:53,Oak Street Bistro,Veggie Grain Bowl,Seafood,"Raleigh, Zone-3",Plate Waste,1.75,3,2.03,3.55,Donation,Batch cooked too much,64.2,True,Southern,177,Indoor,324,True,27607,16,3,6.06,ORD-1013,01:15,CR-12,2.03,18.0,medium,True,False,1.0,3.0,Excellent packaging and timely delivery.,0.583,,2.0
2025-10-09,Thursday,20:53,Oak Street Bistro,Veggie Grain Bowl,Seafood,"Raleigh, Zone-3",Plate Waste,1.75,3,2.03,3.55,Donation,Batch cooked too much,64.2,True,Southern,177,Indoor,324,True,27607,16,3,6.06,ORD-1013,01:15,CR-12,2.03,18.0,medium,True,False,3.0,4.0,Too much salt but tasted good.,0.583,,3.5
2025-10-09,Thursday,20:53,Oak Street Bistro,Veggie Grain Bowl,Seafood,"Raleigh, Zone-3",Plate Waste,1.75,3,2.03,3.55,Donation,Batch cooked too much,64.2,True,Southern,177,Indoor,324,True,27607,16,3,6.06,ORD-1165,05:24,CR-7,3.33,35.0,medium,True,True,1.0,4.0,Packaging sustainable and neat.,0.583,,2.5
2025-10-09,Thursday,20:53,Oak Street Bistro,Veggie Grain Bowl,Seafood,"Raleigh, Zone-3",Plate Waste,1.75,3,2.03,3.55,Donation,Batch cooked too much,64.2,True,Southern,177,Indoor,324,True,27607,16,3,6.06,ORD-1165,05:24,CR-7,3.33,35.0,medium,True,True,5.0,5.0,Packaging sustainable and neat.,0.583,,5.0
2025-10-09,Thursday,20:53,Oak Street Bistro,Veggie Grain Bowl,Seafood,"Raleigh, Zone-3",Plate Waste,1.75,3,2.03,3.55,Donation,Batch cooked too much,64.2,True,Southern,177,Indoor,324,True,27607,16,3,6.06,ORD-1165,05:24,CR-7,3.33,35.0,medium,True,True,4.0,5.0,Packaging sustainable and neat.,0.583,,4.5
2025-10-09,Thursday,20:53,Oak Street Bistro,Veggie Grain Bowl,Seafood,"Raleigh, Zone-3",Plate Waste,1.75,3,2.03,3.55,Donation,Batch cooked too much,64.2,True,Southern,177,Indoor,324,True,27607,16,3,6.06,ORD-1165,05:24,CR-7,3.33,35.0,medium,True,True,1.0,3.0,Excellent packaging and timely delivery.,0.583,,2.0
2025-10-09,Thursday,20:53,Oak Street Bistro,Veggie Grain Bowl,Seafood,"Raleigh, Zone-3",Plate Waste,1.75,3,2.03,3.55,Donation,Batch cooked too much,64.2,True,Southern,177,Indoor,324,True,27607,16,3,6.06,ORD-1165,05:24,CR-7,3.33,35.0,medium,True,True,3.0,4.0,Too much salt but tasted good.,0.583,,3.5
2025-10-09,Thursday,20:53,Oak Street Bistro,Veggie Grain Bowl,Seafood,"Raleigh, Zone-3",Plate Waste,1.75,3,2.03,3.55,Donation,Batch cooked too much,64.2,True,Southern,177,Indoor,324,True,27607,16,3,6.06,ORD-1297,18:10,CR-27,0.22,23.0,small,True,False,1.0,4.0,Packaging sustainable and neat.,0.583,,2.5
2025-10-09,Thursday,20:53,Oak Street Bistro,Veggie Grain Bowl,Seafood,"Raleigh, Zone-3",Plate Waste,1.75,3,2.03,3.55,Donation,Batch cooked too much,64.2,True,Southern,177,Indoor,324,True,27607,16,3,6.06,ORD-1297,18:10,CR-27,0.22,23.0,small,True,False,5.0,5.0,Packaging sustainable and neat.,0.583,,5.0
2025-10-09,Thursday,20:53,Oak Street Bistro,Veggie Grain Bowl,Seafood,"Raleigh, Zone-3",Plate Waste,1.75,3,2.03,3.55,Donation,Batch cooked too much,64.2,True,Southern,177,Indoor,324,True,27607,16,3,6.06,ORD-1297,18:10,CR-27,0.22,23.0,small,True,False,4.0,5.0,Packaging sustainable and neat.,0.583,,4.5
2025-10-09,Thursday,20:53,Oak Street Bistro,Veggie Grain Bowl,Seafood,"Raleigh, Zone-3",Plate Waste,1.75,3,2.03,3.55,Donation,Batch cooked too much,64.2,True,Southern,177,Indoor,324,True,27607,16,3,6.06,ORD-1297,18:10,CR-27,0.22,23.0,small,True,False,1.0,3.0,Excellent packaging and timely delivery.,0.583,,2.0
2025-10-09,Thursday,20:53,Oak Street Bistro,Veggie Grain Bowl,Seafood,"Raleigh, Zone-3",Plate Waste,1.75,3,2.03,3.55,Donation,Batch cooked too much,64.2,True,Southern,177,Indoor,324,True,27607,16,3,6.06,ORD-1297,18:10,CR-27,0.22,23.0,small,True,False,3.0,4.0,Too much salt but tasted good.,0.583,,3.5
2025-10-11,Saturday,16:41,Southside Pizza Lab,Veggie Burrito,Southern,"Raleigh, Zone-5",Damaged,1.0,2,7.08,7.08,Compost,Inventory error,78.6,True,Asian,80,Outdoor,108,False,27609,16,5,7.76,ORD-1006,14:55,CR-3,5.84,10.0,large,True,False,3.0,2.0,Portion size was perfect.,0.5,,2.5
2025-10-11,Saturday,16:41,Southside Pizza Lab,Veggie Burrito,Southern,"Raleigh, Zone-5",Damaged,1.0,2,7.08,7.08,Compost,Inventory error,78.6,True,Asian,80,Outdoor,108,False,27609,16,5,7.76,ORD-1006,14:55,CR-3,5.84,10.0,large,True,False,1.0,4.0,Received wrong item.,0.5,,2.5
2025-10-11,Saturday,16:41,Southside Pizza Lab,Veggie Burrito,Southern,"Raleigh, Zone-5",Damaged,1.0,2,7.08,7.08,Compost,Inventory error,78.6,True,Asian,80,Outdoor,108,False,27609,16,5,7.76,ORD-1006,14:55,CR-3,5.84,10.0,large,True,False,1.0,2.0,Too much salt but tasted good.,0.5,,1.5
2025-10-11,Saturday,16:41,Southside Pizza Lab,Veggie Burrito,Southern,"Raleigh, Zone-5",Damaged,1.0,2,7.08,7.08,Compost,Inventory error,78.6,True,Asian,80,Outdoor,108,False,27609,16,5,7.76,ORD-1006,14:55,CR-3,5.84,10.0,large,True,False,3.0,1.0,Excellent packaging and timely delivery.,0.5,,2.0
2025-10-11,Saturday,16:41,Southside Pizza Lab,Veggie Burrito,Southern,"Raleigh, Zone-5",Damaged,1.0,2,7.08,7.08,Compost,Inventory error,78.6,True,Asian,80,Outdoor,108,False,27609,16,5,7.76,ORD-1057,03:39,CR-5,4.89,28.0,medium,True,False,3.0,2.0,Portion size was perfect.,0.5,,2.5
2025-10-11,Saturday,16:41,Southside Pizza Lab,Veggie Burrito,Southern,"Raleigh, Zone-5",Damaged,1.0,2,7.08,7.08,Compost,Inventory error,78.6,True,Asian,80,Outdoor,108,False,27609,16,5,7.76,ORD-1057,03:39,CR-5,4.89,28.0,medium,True,False,1.0,4.0,Received wrong item.,0.5,,2.5
2025-10-11,Saturday,16:41,Southside Pizza Lab,Veggie Burrito,Southern,"Raleigh, Zone-5",Damaged,1.0,2,7.08,7.08,Compost,Inventory error,78.6,True,Asian,80,Outdoor,108,False,27609,16,5,7.76,ORD-1057,03:39,CR-5,4.89,28.0,medium,True,False,1.0,2.0,Too much salt but tasted good.,0.5,,1.5
2025-10-11,Saturday,16:41,Southside Pizza Lab,Veggie Burrito,Southern,"Raleigh, Zone-5",Damaged,1.0,2,7.08,7.08,Compost,Inventory error,78.6,True,Asian,80,Outdoor,108,False,27609,16,5,7.76,ORD-1057,03:39,CR-5,4.89,28.0,medium,True,False,3.0,1.0,Excellent packaging and timely delivery.,0.5,,2.0
2025-10-11,Saturday,16:41,Southside Pizza Lab,Veggie Burrito,Southern,"Raleigh, Zone-5",Damaged,1.0,2,7.08,7.08,Compost,Inventory error,78.6,True,Asian,80,Outdoor,108,False,27609,16,5,7.76,ORD-1111,09:25,CR-18,11.9,17.0,small,True,False,3.0,2.0,Portion size was perfect.,0.5,,2.5
2025-10-11,Saturday,16:41,Southside Pizza Lab,Veggie Burrito,Southern,"Raleigh, Zone-5",Damaged,1.0,2,7.08,7.08,Compost,Inventory error,78.6,True,Asian,80,Outdoor,108,False,27609,16,5,7.76,ORD-1111,09:25,CR-18,11.9,17.0,small,True,False,1.0,4.0,Received wrong item.,0.5,,2.5
2025-10-11,Saturday,16:41,Southside Pizza Lab,Veggie Burrito,Southern,"Raleigh, Zone-5",Damaged,1.0,2,7.08,7.08,Compost,Inventory error,78.6,True,Asian,80,Outdoor,108,False,27609,16,5,7.76,ORD-1111,09:25,CR-18,11.9,17.0,small,True,False,1.0,2.0,Too much salt but tasted good.,0.5,,1.5
2025-10-11,Saturday,16:41,Southside Pizza Lab,Veggie Burrito,Southern,"Raleigh, Zone-5",Damaged,1.0,2,7.08,7.08,Compost,Inventory error,78.6,True,Asian,80,Outdoor,108,False,27609,16,5,7.76,ORD-1111,09:25,CR-18,11.9,17.0,small,True,False,3.0,1.0,Excellent packaging and timely delivery.,0.5,,2.0
2025-10-11,Saturday,16:41,Southside Pizza Lab,Veggie Burrito,Southern,"Raleigh, Zone-5",Damaged,1.0,2,7.08,7.08,Compost,Inventory error,78.6,True,Asian,80,Outdoor,108,False,27609,16,5,7.76,ORD-1154,17:02,CR-15,6.94,37.0,small,True,True,3.0,2.0,Portion size was perfect.,0.5,,2.5
2025-10-11,Saturday,16:41,Southside Pizza Lab,Veggie Burrito,Southern,"Raleigh, Zone-5",Damaged,1.0,2,7.08,7.08,Compost,Inventory error,78.6,True,Asian,80,Outdoor,108,False,27609,16,5,7.76,ORD-1154,17:02,CR-15,6.94,37.0,small,True,True,1.0,4.0,Received wrong item.,0.5,,2.5
2025-10-11,Saturday,16:41,Southside Pizza Lab,Veggie Burrito,Southern,"Raleigh, Zone-5",Damaged,1.0,2,7.08,7.08,Compost,Inventory error,78.6,True,Asian,80,Outdoor,108,False,27609,16,5,7.76,ORD-1154,17:02,CR-15,6.94,37.0,small,True,True,1.0,2.0,Too much salt but tasted good.,0.5,,1.5
2025-10-11,Saturday,16:41,Southside Pizza Lab,Veggie Burrito,Southern,"Raleigh, Zone-5",Damaged,1.0,2,7.08,7.08,Compost,Inventory error,78.6,True,Asian,80,Outdoor,108,False,27609,16,5,7.76,ORD-1154,17:02,CR-15,6.94,37.0,small,True,True,3.0,1.0,Excellent packaging and timely delivery.,0.5,,2.0
2025-10-11,Saturday,16:41,Southside Pizza Lab,Veggie Burrito,Southern,"Raleigh, Zone-5",Damaged,1.0,2,7.08,7.08,Compost,Inventory error,78.6,True,Asian,80,Outdoor,108,False,27609,16,5,7.76,ORD-1175,11:41,CR-29,4.28,22.0,large,True,False,3.0,2.0,Portion size was perfect.,0.5,,2.5
2025-10-11,Saturday,16:41,Southside Pizza Lab,Veggie Burrito,Southern,"Raleigh, Zone-5",Damaged,1.0,2,7.08,7.08,Compost,Inventory error,78.6,True,Asian,80,Outdoor,108,False,27609,16,5,7.76,ORD-1175,11:41,CR-29,4.28,22.0,large,True,False,1.0,4.0,Received wrong item.,0.5,,2.5
2025-10-11,Saturday,16:41,Southside Pizza Lab,Veggie Burrito,Southern,"Raleigh, Zone-5",Damaged,1.0,2,7.08,7.08,Compost,Inventory error,78.6,True,Asian,80,Outdoor,108,False,27609,16,5,7.76,ORD-1175,11:41,CR-29,4.28,22.0,large,True,False,1.0,2.0,Too much salt but tasted good.,0.5,,1.5
2025-10-11,Saturday,16:41,Southside Pizza Lab,Veggie Burrito,Southern,"Raleigh, Zone-5",Damaged,1.0,2,7.08,7.08,Compost,Inventory error,78.6,True,Asian,80,Outdoor,108,False,27609,16,5,7.76,ORD-1175,11:41,CR-29,4.28,22.0,large,True,False,3.0,1.0,Excellent packaging and timely delivery.,0.5,,2.0
2025-10-11,Saturday,16:41,Southside Pizza Lab,Veggie Burrito,Southern,"Raleigh, Zone-5",Damaged,1.0,2,7.08,7.08,Compost,Inventory error,78.6,True,Asian,80,Outdoor,108,False,27609,16,5,7.76,ORD-1188,11:44,CR-12,3.64,3.0,large,True,False,3.0,2.0,Portion size was perfect.,0.5,,2.5
2025-10-11,Saturday,16:41,Southside Pizza Lab,Veggie Burrito,Southern,"Raleigh, Zone-5",Damaged,1.0,2,7.08,7.08,Compost,Inventory error,78.6,True,Asian,80,Outdoor,108,False,27609,16,5,7.76,ORD-1188,11:44,CR-12,3.64,3.0,large,True,False,1.0,4.0,Received wrong item.,0.5,,2.5
2025-10-11,Saturday,16:41,Southside Pizza Lab,Veggie Burrito,Southern,"Raleigh, Zone-5",Damaged,1.0,2,7.08,7.08,Compost,Inventory error,78.6,True,Asian,80,Outdoor,108,False,27609,16,5,7.76,ORD-1188,11:44,CR-12,3.64,3.0,large,True,False,1.0,2.0,Too much salt but tasted good.,0.5,,1.5
2025-10-11,Saturday,16:41,Southside Pizza Lab,Veggie Burrito,Southern,"Raleigh, Zone-5",Damaged,1.0,2,7.08,7.08,Compost,Inventory error,78.6,True,Asian,80,Outdoor,108,False,27609,16,5,7.76,ORD-1188,11:44,CR-12,3.64,3.0,large,True,False,3.0,1.0,Excellent packaging and timely delivery.,0.5,,2.0
2025-10-11,Saturday,16:41,Southside Pizza Lab,Veggie Burrito,Southern,"Raleigh, Zone-5",Damaged,1.0,2,7.08,7.08,Compost,Inventory error,78.6,True,Asian,80,Outdoor,108,False,27609,16,5,7.76,ORD-1229,14:01,CR-25,6.63,17.0,large,True,False,3.0,2.0,Portion size was perfect.,0.5,,2.5
2025-10-11,Saturday,16:41,Southside Pizza Lab,Veggie Burrito,Southern,"Raleigh, Zone-5",Damaged,1.0,2,7.08,7.08,Compost,Inventory error,78.6,True,Asian,80,Outdoor,108,False,27609,16,5,7.76,ORD-1229,14:01,CR-25,6.63,17.0,large,True,False,1.0,4.0,Received wrong item.,0.5,,2.5
2025-10-11,Saturday,16:41,Southside Pizza Lab,Veggie Burrito,Southern,"Raleigh, Zone-5",Damaged,1.0,2,7.08,7.08,Compost,Inventory error,78.6,True,Asian,80,Outdoor,108,False,27609,16,5,7.76,ORD-1229,14:01,CR-25,6.63,17.0,large,True,False,1.0,2.0,Too much salt but tasted good.,0.5,,1.5
2025-10-11,Saturday,16:41,Southside Pizza Lab,Veggie Burrito,Southern,"Raleigh, Zone-5",Damaged,1.0,2,7.08,7.08,Compost,Inventory error,78.6,True,Asian,80,Outdoor,108,False,27609,16,5,7.76,ORD-1229,14:01,CR-25,6.63,17.0,large,True,False,3.0,1.0,Excellent packaging and timely delivery.,0.5,,2.0
2025-10-11,Saturday,16:41,Southside Pizza Lab,Veggie Burrito,Southern,"Raleigh, Zone-5",Damaged,1.0,2,7.08,7.08,Compost,Inventory error,78.6,True,Asian,80,Outdoor,108,False,27609,16,5,7.76,ORD-1241,03:04,CR-19,4.04,36.0,small,True,True,3.0,2.0,Portion size was perfect.,0.5,,2.5
2025-10-11,Saturday,16:41,Southside Pizza Lab,Veggie Burrito,Southern,"Raleigh, Zone-5",Damaged,1.0,2,7.08,7.08,Compost,Inventory error,78.6,True,Asian,80,Outdoor,108,False,27609,16,5,7.76,ORD-1241,03:04,CR-19,4.04,36.0,small,True,True,1.0,4.0,Received wrong item.,0.5,,2.5
2025-10-11,Saturday,16:41,Southside Pizza Lab,Veggie Burrito,Southern,"Raleigh, Zone-5",Damaged,1.0,2,7.08,7.08,Compost,Inventory error,78.6,True,Asian,80,Outdoor,108,False,27609,16,5,7.76,ORD-1241,03:04,CR-19,4.04,36.0,small,True,True,1.0,2.0,Too much salt but tasted good.,0.5,,1.5
2025-10-11,Saturday,16:41,Southside Pizza Lab,Veggie Burrito,Southern,"Raleigh, Zone-5",Damaged,1.0,2,7.08,7.08,Compost,Inventory error,78.6,True,Asian,80,Outdoor,108,False,27609,16,5,7.76,ORD-1241,03:04,CR-19,4.04,36.0,small,True,True,3.0,1.0,Excellent packaging and timely delivery.,0.5,,2.0
2025-10-11,Saturday,16:41,Southside Pizza Lab,Veggie Burrito,Southern,"Raleigh, Zone-5",Damaged,1.0,2,7.08,7.08,Compost,Inventory error,78.6,True,Asian,80,Outdoor,108,False,27609,16,5,7.76,ORD-1270,23:50,CR-1,4.11,31.0,small,True,True,3.0,2.0,Portion size was perfect.,0.5,,2.5
2025-10-11,Saturday,16:41,Southside Pizza Lab,Veggie Burrito,Southern,"Raleigh, Zone-5",Damaged,1.0,2,7.08,7.08,Compost,Inventory error,78.6,True,Asian,80,Outdoor,108,False,27609,16,5,7.76,ORD-1270,23:50,CR-1,4.11,31.0,small,True,True,1.0,4.0,Received wrong item.,0.5,,2.5
2025-10-11,Saturday,16:41,Southside Pizza Lab,Veggie Burrito,Southern,"Raleigh, Zone-5",Damaged,1.0,2,7.08,7.08,Compost,Inventory error,78.6,True,Asian,80,Outdoor,108,False,27609,16,5,7.76,ORD-1270,23:50,CR-1,4.11,31.0,small,True,True,1.0,2.0,Too much salt but tasted good.,0.5,,1.5
2025-10-11,Saturday,16:41,Southside Pizza Lab,Veggie Burrito,Southern,"Raleigh, Zone-5",Damaged,1.0,2,7.08,7.08,Compost,Inventory error,78.6,True,Asian,80,Outdoor,108,False,27609,16,5,7.76,ORD-1270,23:50,CR-1,4.11,31.0,small,True,True,3.0,1.0,Excellent packaging and timely delivery.,0.5,,2.0
2025-10-07,Tuesday,20:06,GreenBite Cafe,Veggie Burrito,Deli,"Raleigh, Zone-10",Prep Trim,0.99,1,6.89,6.82,Compost,Improper storage,144.2,False,Seafood,77,Outdoor,375,True,27610,16,5,7.76,ORD-1106,08:18,CR-1,9.34,21.0,large,False,False,1.0,4.0,Excellent packaging and timely delivery.,0.99,,2.5
2025-10-07,Tuesday,20:06,GreenBite Cafe,Veggie Burrito,Deli,"Raleigh, Zone-10",Prep Trim,0.99,1,6.89,6.82,Compost,Improper storage,144.2,False,Seafood,77,Outdoor,375,True,27610,16,5,7.76,ORD-1142,21:17,CR-5,7.05,34.0,medium,True,True,1.0,4.0,Excellent packaging and timely delivery.,0.99,,2.5
2025-10-07,Tuesday,20:06,GreenBite Cafe,Veggie Burrito,Deli,"Raleigh, Zone-10",Prep Trim,0.99,1,6.89,6.82,Compost,Improper storage,144.2,False,Seafood,77,Outdoor,375,True,27610,16,5,7.76,ORD-1314,18:01,CR-26,7.89,37.0,small,True,True,1.0,4.0,Excellent packaging and timely delivery.,0.99,,2.5
2025-10-07,Tuesday,20:06,GreenBite Cafe,Veggie Burrito,Deli,"Raleigh, Zone-10",Prep Trim,0.99,1,6.89,6.82,Compost,Improper storage,144.2,False,Seafood,77,Outdoor,375,True,27610,16,5,7.76,ORD-1330,02:17,CR-22,6.67,20.0,small,True,False,1.0,4.0,Excellent packaging and timely delivery.,0.99,,2.5
2025-10-09,Thursday,11:58,Hillside Kitchen,Chicken Salad Sandwich,New American,"Raleigh, Zone-10",Overproduction,3.93,13,2.86,11.24,Trash,Shift change discard,39.0,False,Indian,193,Outdoor,355,False,27608,16,1,6.95,ORD-1069,08:35,CR-25,10.0,28.0,large,True,False,1.0,2.0,Excellent packaging and timely delivery.,0.302,,1.5
2025-10-09,Thursday,11:58,Hillside Kitchen,Chicken Salad Sandwich,New American,"Raleigh, Zone-10",Overproduction,3.93,13,2.86,11.24,Trash,Shift change discard,39.0,False,Indian,193,Outdoor,355,False,27608,16,1,6.95,ORD-1116,11:12,CR-24,1.99,13.0,large,False,False,1.0,2.0,Excellent packaging and timely delivery.,0.302,,1.5
